year,region_id,road_category_id,total_link_length_km,total_link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,all_hgvs,all_motor_vehicles
2005,4,5,2981.3,1852.49,8057885.275,15060228.58,1041219333,20924316.11,234125185.4,45501193.17,1356830256
1998,9,6,38187.4,23728.55,328252381.1,150003355.4,11254038913,135500551.8,1480328631,197622758.1,13217494209
2016,11,3,341.2,212.01,717122.0597,11232149.66,2045909568,10134024.36,382911742.2,185366463.8,2635553948
1999,8,3,702.95,436.79,4352518.79,20279561.11,2553661494,21476739.59,353881221.8,421674898,3370973914
2002,6,5,514.1,319.45,19899563.81,45552615.21,1114941558,25190722.84,150187876.4,26582420.16,1362455192
1993,5,3,826.384,513.49,6180868.727,17677385.94,2154695705,18902178.15,270952560.8,226900139.4,2689127970
1995,10,5,2507.1,1557.84,21166388.29,23633853.3,2038716396,33249572.5,271067590.3,61644371.87,2428311784
2016,2,6,25525.59,15860.87,204376724,79198846.17,6442222040,73651072.91,1236287632,130291029.2,7961650620
2012,5,3,305.13,189.6,1146143.414,6794380.439,1048334772,8411537.306,179232912.3,106050266.9,1348823869
2004,7,3,796.93,495.19,1028317.488,43731592.36,4600739301,25672063.69,720743757.5,710775752.9,6101662467
1995,3,3,2815.283,1749.34,4742993.418,28493657.04,4225097448,46806948.05,528066401.6,494246533.4,5322710988
1997,7,3,1148.283,713.51,3909926.653,44752846.5,5017488890,30623206.72,725042323.5,698646326.1,6516553593
2002,4,1,141.3,87.8,0,7287167.629,1485447786,8606760.891,212785077,191930976.5,1906057768
2000,9,2,10.6,6.59,0,1388637.855,144046479.4,939820.8214,13485160.91,7761930.7,167622029.7
2009,2,6,25222.4,15672.47,204834996.7,107565909,5701550845,101221967.4,979787738.3,154255363.4,7044381823
2002,3,3,2804.07,1742.37,4994765.849,42296807.21,4752760171,57750513.72,637057029.6,473603634.6,5963468157
1993,4,5,2990.5,1858.21,8657564.821,11642632.03,1045939836,20513327.17,162215163.4,43637034.72,1283947994
2005,1,1,325.7,202.38,0,22107785.53,4009949766,24467440.46,540166156.8,597229862,5193921010
2015,1,4,4213.8,2618.33,39382877.78,110352110.5,7846288368,94329267.44,1556927955,376611849.9,9984509551
2016,7,2,0,0,0,0,0,0,0,0,0
1998,5,2,23.777,14.77,0,815977.1932,171634049.7,1044494.527,24959339.95,13053357.14,211507218.5
2009,4,3,1546.6,961.01,2033379.75,29279216.87,3246864474,30299433.5,546001574.6,265588970.1,4118033669
2017,7,6,32580.25,20244.43,424389265.7,151596164.2,9407697101,102885313.2,1959030755,116214697.9,11737424031
2005,8,1,361.8,224.81,0,14097283.12,3908794867,21306794.26,771908783.3,917133874.1,5633241602
2001,9,6,38446.7,23889.67,359777898.2,182995812.5,11523795660,134340271.1,1601632867,217647995,13660412605
1995,9,6,37930.2,23568.73,342082861.1,137966152.7,10894762089,123772791.9,1289025218,193577010.3,12639103262
1999,2,4,2603.01,1617.44,26837667.4,54901223.11,4979158253,52650607.95,678922183.2,375988668.1,6141620936
2012,9,2,10.6,6.59,0,1402281.413,155491582.3,661313.6549,18193250.42,5829109.079,181577536.9
2012,3,5,7316.799175,4546.45,19208505.75,20591602.13,1804118804,28762037.27,410668481.2,57938074.5,2322078999
2000,10,1,381.7,237.18,0,21632662.63,4930473575,32738490.59,745644674.6,1075201982,6805691385
2002,11,6,12953.6,8048.99,77113311.27,30928287.46,3495815208,104484721.3,457159996.5,67611334.18,4155999547
1996,2,3,1223.44,760.21,5597380.672,30149301.83,4071926543,26602920.2,551534541.4,692305830.2,5372519137
2001,6,1,60.1,37.34,0,13300896.51,1020267699,9856069.305,158040317,138482002,1339946984
2013,11,2,2.4,1.49,5174.797758,156419.4789,30128257.92,213345.9334,3758204.082,671163.6342,34927391.04
1993,9,2,16.997,10.56,0,2005021.922,186217578.7,1175999.662,16651357.94,10686878.01,216736836.3
1996,1,5,3288.3,2043.25,24262059.57,34655114.13,2008804208,30040190.29,294140345.4,70985445,2438625303
2013,10,1,427,265.33,0,18941069.34,5772305227,24127448.93,1046873776,1018147880,7880395400
2019,4,3,1551.4,964,2960176.715,32119478.66,3633241807,22579167.47,760997330.2,267536250.2,4716474033
2002,10,5,2506,1557.16,19785453.77,29101428.37,1956394693,31869354.16,318937948.8,61360742.28,2397664167
2015,3,2,0,0,0,0,0,0,0,0,0
2001,11,2,2.4,1.49,0,165020.033,29315096.71,214780.0595,3176522.235,809405.5715,33680824.61
2008,1,4,4209.56,2615.7,35244179.12,122785797.1,7953671584,85211028.36,1291843458,397501834.2,9851013702
2004,9,4,4551.61,2828.24,57272601.26,169167222.5,13184137898,113145477.8,1723279874,606816417,15796546889
2018,2,2,0,0,0,0,0,0,0,0,0
2013,3,5,7316.249935,4546.11,18915057.49,22974374.22,1809143567,28308478.52,403380245.6,59383533.88,2323190200
2007,7,6,32517.2,20205.25,325710693.7,172982601.6,8601834350,157998733.6,1526106904,167484843.7,10626407433
2014,8,4,3070.56,1907.96,35997343.27,74887819.35,6918186280,93425915.15,1226753703,336117395.9,8649371113
1999,6,5,513.2,318.89,19790051.1,41048402.33,1239634907,31583676.33,161214134.5,26891702.46,1500372823
2015,5,4,3699.2,2298.58,51990664.58,72778233.96,8844348508,125120395.1,1491610489,384890728,10918748354
2011,10,3,439.1,272.84,934667.4794,13631412.24,1990810478,10581422,339246804.9,237821038.3,2592091155
2000,4,5,2986,1855.41,8189691.945,12667531.36,1046356019,22318100.64,203622066,45350256.86,1330313974
2011,11,4,1425.1,885.52,13102672.27,25253939.18,3215812607,44766492.12,511358480.8,134657957.2,3931849476
2003,9,4,4407.31,2738.58,66931503.95,187050928.6,12508608183,116654149.1,1610459984,542967458.1,14965740703
2011,3,4,7478.9,4647.17,25146435.75,51153103.07,6034772741,122492061.7,1013861423,365477347,7587756676
1997,9,4,4284.263,2662.12,63011471.75,140968030.5,11767477250,124673076.7,1406155468,498084688.5,13937358514
1997,8,3,709.256,440.71,4107520.207,21048710.53,2516165005,21409939.7,333045653.4,419149938.1,3310819247
2000,2,5,2008.4,1247.96,13166338.91,19816225.46,1245679944,16986672.23,219678830.8,65876588.29,1568038261
2007,1,3,734.7,456.52,821494.0373,27438776.3,2995398370,17887686.22,510074517.9,289666563.2,3840465913
2006,7,5,3193.3,1984.22,21558104.8,35754042.32,2163360397,27802225.99,482971242.1,82112598.64,2792000506
1998,11,3,436.977,271.52,665390.9916,9174052.285,1770565077,11817105.6,255793294,196794848.1,2244144377
2010,8,3,298.5,185.48,507171.2449,9115066.139,1544636248,10192277.72,284956642.9,276237819.9,2125138055
2010,9,4,4559.1,2832.89,71611890.31,145554246.3,12293998265,109561667.1,1879595458,486900316.5,14915609953
2017,10,3,440.7,273.84,1490170.977,15108986.94,2216970031,9875199.589,426603147.8,275313085,2943870450
2018,6,3,1.6,0.99,15462.36914,107812.144,9921327.824,55936.49089,1943547.274,1055537.067,13084160.8
1993,6,6,12062.1,7495.04,146176330.2,87153523.42,4644337072,68874647.06,537308990.5,87692252.25,5425366485
2014,1,1,326.8,203.06,0,21696863.99,4286000897,21533002.99,693282007.6,541405566,5563918337
1993,11,1,51.268,31.86,0,1242674.655,349963872.9,2651440.587,48260507.39,71378109.34,473496604.8
2005,11,2,2.4,1.49,0,191827.8504,27155139.61,180578.5463,3441470.562,770486.6082,31739503.18
1995,1,5,3288.7,2043.5,24790846.46,35040985.64,1993179208,29484063.07,282107492.2,69556912.63,2409368662
2004,10,3,579.28,359.95,1192159.016,18971076.41,2435908258,13654408.26,377377906.4,300497916,3146409565
2000,7,1,263.3,163.61,0,29854645,3630326019,28077638.84,535559754.9,631918850.3,4855736908
2016,9,6,39097.26,24293.91,416391422.2,183625301.6,12455127101,105308170.6,2347492463,133507175.2,15225060212
2016,3,6,41319.48,25674.73,137022927.2,47104120.42,5691043000,102957859.5,1261055882,107574915.2,7209735777
2019,11,2,2.8,1.74,0,133045.508,32325415.29,321527.6715,4621812.798,703263.9492,38105065.22
2018,4,2,0,0,0,0,0,0,0,0,0
2016,8,5,1925.7,1196.57,13690602.45,25098406.79,1684616831,17037323.33,354877587.6,41618065.42,2123248214
1995,2,3,1215.683,755.39,5745596.964,30434478.27,3913245310,26191330.75,528066089.7,679177033.6,5177114242
2005,7,4,3113.16,1934.43,35348066.73,96601547.96,8043687359,74027703.31,1194665523,544487769.8,9953469903
2018,9,2,10.6,6.59,0,975767.9595,145663397.9,382305.4673,20163035.4,7012990.033,174197496.8
1996,4,6,25479.9,15832.48,57818589.44,42418525.81,3479353078,58129896.4,480379583.2,91624289.15,4151905373
2011,1,6,41345,25690.59,234342382.6,168898101.2,7275290490,103047794.9,1304692111,130862036.3,8982790533
1994,1,1,304.28,189.07,0,14833498,2790130147,29084289.62,324057230.8,451593550.5,3609698716
2011,5,3,305.1,189.58,1239872.892,7544132.578,1066477752,8403298.176,173913537.8,113226037.1,1369564758
2018,8,1,431.2,267.94,0,15882446.05,4955185336,16527615.98,1196863175,1118564236,7303022809
2019,5,4,3793,2356.86,62731632.07,72243953.52,9158518522,90102051.69,1452719635,394417225.5,11168001387
2003,1,3,831.2,516.48,1390286.974,36919898.42,3304372481,19787276.37,449135699.7,299034988.2,4109250344
2016,11,6,13115.15,8149.38,76653819.69,23598288.67,3263405935,74238720.22,580006090.3,40533831.19,3981782865
2002,7,5,3266.1,2029.46,21391484.45,35731156.26,2134577894,30363717.32,426168735.1,83334281.32,2710175784
2002,2,1,193.7,120.36,0,12203635.15,2820018499,15252740.87,438539875.9,645153689,3931168440
1999,3,1,363.59,225.92,0,8027006.035,2448732327,26383957.07,329728217.2,395860100.1,3208731607
2006,11,3,346,214.99,287106.7342,10317017.99,1882840769,9297753.93,296094225,192200188.7,2390749955
1996,10,5,2507.2,1557.9,20660592.14,23485966.95,2053398776,33795136.4,280299302.1,63148090.15,2454127272
2006,4,1,141.3,87.8,0,9517364.839,1618310481,10255849.9,259811613.3,194357787.1,2092253096
2013,7,4,3111.42,1933.35,42804682.6,82920336.97,7937390112,73679355.74,1421229297,454753378.2,9969972480
1995,4,6,25430.7,15801.9,58745053.89,42422254.04,3434033991,56767229.38,462183970.6,88282554.88,4083690000
2014,6,6,12547.75,7796.81,166165728.5,129054083.6,5807731076,85868325.35,1056087860,67342969.55,7146084314
2012,1,6,41419.31701,25736.77,240053758,176519868.5,7387590870,89649071.61,1276157303,118986070.7,9048903183
2000,5,3,826.83,513.77,5858423.407,23370711.42,2412274967,21994936.55,303313432.7,251887108.2,3012841156
2016,1,5,3272.05,2033.16,25713826.09,52879405.94,2590063183,19492943.35,533411509.2,55402895.12,3251249937
2005,5,6,29920.9,18591.99,187801238.4,115638912.2,7384752587,125149698.9,1140902221,171830913.1,8938274332
2006,8,3,416.87,259.03,1168702.9,15824343.86,1978868219,16274923.85,341616824.6,366324115.7,2718908427
2008,10,4,3035.39,1886.1,22274467.57,60628576.9,6875630995,75558134.95,1057045481,368166568.4,8437029756
1999,8,6,25923.6,16108.18,180295201,81698505.73,5678620606,103799436.3,830600542.8,140469035.8,6835188126
2009,6,4,1720.9,1069.32,175036404.3,270338920.7,8435393711,262150493.3,1328337601,388214299.7,10684435025
2019,4,6,26448.738,16434.48,92189814.17,66439665.15,4282657741,47054453.39,1033621757,70829703.26,5500603320
2004,2,4,3196.42,1986.16,22560266.34,86440914.38,6662773884,60297573.48,1001149901,534195514.9,8344857788
1996,10,2,4.287,2.66,0,452341.4509,73617646.07,1426606.12,11394985.16,5338153.931,92229732.74
2011,5,6,30303.1,18829.47,202766180.2,100448990,7584141638,113065039.4,1239782408,127667077.6,9165105153
1995,3,6,40787.9,25344.43,102465973.7,35510120.89,4639914773,119722694.5,593295156.3,132614282.6,5521057027
2011,1,3,734.4,456.34,1456104.475,31667743.5,3115964714,18200648.21,547216476.7,250195454.2,3963245036
1993,8,4,2559.104,1590.15,39256439.27,55508898.66,5255364660,86989825.67,646435678.1,321259996.6,6365559059
2002,11,3,437.5,271.85,555570.4685,13982612.79,1948133363,14005202.12,264327211,212172375.5,2452620764
2016,6,2,0,0,0,0,0,0,0,0,0
2009,7,5,3240.4,2013.49,24200849.53,35110942.46,2205061343,27751573.25,500660773.7,71961070.89,2840545703
2019,5,1,632.6,393.08,0,28967737.41,8770086638,28528253.71,1893347998,1247059475,11967990102
2015,11,2,2.4,1.49,0,116133.9471,30272755.68,211822.7396,4190372.089,746996.1711,35538080.62
2003,1,6,41085.6115,25529.42,194193870.1,177608647.9,6704242198,121993708.5,1065564570,168440291.9,8237849416
2004,1,6,40760.6,25327.46,183581326.4,164952249.7,6800002461,119918705.3,1139342061,164258577.2,8388474055
1995,10,2,6.895,4.28,0,701268.3429,124246804.3,1732277.251,18548130.17,8719175.018,153947655.1
2001,8,2,3.5,2.17,0,225802.563,40486336.05,650804.3029,6010644.089,1367630.538,48741217.54
1994,11,5,1340.6,833.01,5423949.137,7007824.306,740891941.1,16983317.43,91409294.72,21163902.81,877456280.3
2010,2,1,195.4,121.42,0,11250392.71,2967992366,14214833.81,533808100.1,597970161.4,4125235854
2007,3,1,407.04,252.92,51529.07023,13882512.13,3007830039,27342758.04,516662620.7,521244183.3,4086962113
2017,5,5,2015.99,1252.68,28428277.42,26839881.81,1872866258,26670722.38,346631459.7,37188487.7,2310196810
2012,5,6,30340.25623,18852.56,207365701.4,104450255.7,7861360994,102858565.9,1255425246,119480033.5,9443575095
1997,6,5,512.5,318.45,20877450.69,37143084.39,1237056217,30463344.07,155874070.4,27294350.99,1487831067
2001,9,3,875.6,544.07,3003680.382,66014026.83,5509032368,39181874.11,728172467.2,494656235.1,6837056972
1998,7,5,3268.5,2030.95,21439170.25,30141473.79,2167891389,28741524.5,393985375.4,82938762.63,2703698526
1993,10,6,25448.5,15812.96,143563464.4,64689712.08,6459118747,126381929.5,747672343.5,138531600.5,7536394332
1999,1,3,999.3,620.94,3045048.79,36360566.17,3217867467,25846912.78,417537133.1,324431330.4,4022043410
2002,4,4,2628.29,1633.14,10041958.9,35895052.8,3830777028,50540705.47,475577322.7,170335000.3,4563125110
2003,3,4,7490.71,4654.51,21501191.76,69302750.65,6070792659,123493007.1,873228545.7,349531821.4,7486348784
2013,10,4,3108.45,1931.5,23898681.61,57751828.91,6891274796,76490720.78,1131297706,349265728.3,8506080780
2004,8,6,26264.8,16320.19,191369519.1,101913956.6,5949287242,110957691.4,1029340080,153006559.1,7344505529
2007,5,3,351.1,218.16,958662.9708,9704339.159,1219307872,9810345.706,198235757.9,152905326.3,1589963641
2006,2,1,195.4,121.42,0,11017536.65,3034394876,19882759.37,506984270.6,676518721.9,4248798165
2001,6,4,1720.8,1069.26,108753060.9,289224405.7,9262234426,201907762.4,1286154377,426473689.3,11465994660
1996,2,6,24857.5,15445.73,155863507.1,65721809.63,4868592420,83824216.58,605738735.8,153792476.9,5777669659
2000,10,4,2694.69,1674.4,24064359.45,56811487.53,5900599136,88260480.27,774552043.9,317934754.5,7138157902
2019,11,5,1346.373,836.6,6124188.49,8390954.619,998423996.8,11400111.54,166048401.9,14425779.15,1198689244
1994,5,4,3133.096,1946.82,51400115.82,62373383.19,7262343737,137837627,832701273.9,363324933,8658580954
2008,2,5,2010.8,1249.45,14359858.12,22807753.45,1343946276,16909018.98,287391212.9,66955422.57,1738009684
1999,4,4,2612.89,1623.57,11250820.83,31574169.35,3706954252,51360495.33,450478437.8,188949034.5,4429316389
2010,11,3,338,210.02,277399.6734,11783283.13,1840331441,9749291.015,314924607.5,175590477.9,2352379100
1999,2,1,193.7,120.36,0,10839499.82,2768581623,16679248.81,377300298.1,645060432.7,3818461103
2017,7,3,779.6,484.42,1148324.435,38361257.69,5280659959,19982652.08,1151619844,752858243.5,7243481957
2018,1,1,327.7,203.62,0,20447283.51,4500539094,20159835.65,816801997.3,585907306.2,5943855517
2003,8,6,26163.351,16257.15,204570565.9,111180270.5,5953422352,112841045.4,968117993.3,158629225.5,7304190887
1994,9,5,3090.9,1920.6,29581618.35,35977392.03,2750775471,28021976.66,356388068.7,79695205,3250858114
2008,7,1,265,164.66,0,29999808.37,3836882375,22989779.81,704186488.9,655669219.8,5249727672
2010,4,4,2617,1626.13,11336667.61,34008642.03,3824263876,50565145.49,593629154.8,148773271,4651240090
2015,5,1,624.6,388.11,0,32950800.74,8537827050,32025430.85,1676780698,1247184537,11526768516
2014,9,2,10.6,6.59,0,1093020.907,139648733.4,581129.3229,17987614.11,6597767.744,165908265.4
2014,8,1,401.3,249.36,0,14662134.58,4375722163,17838700.98,948980290,993829476.2,6351032765
2008,5,6,30289,18820.71,188760183.3,100858662.1,7320505116,120797244.8,1188962306,154248295.3,8885371624
2014,5,6,30375.73,18874.6,227715666.4,94866958.86,8347631170,117828831.5,1421412665,127533350.9,10109272977
2005,6,6,12450.7,7736.51,162250273.6,151120318,4675078585,83136372.08,753348157.7,84724944.29,5747408378
2004,10,6,25922.1,16107.25,153544426.3,94553273.31,7076550131,161871834.3,1122703483,148494491.2,8604173212
2012,11,1,55.6,34.55,0,1965480.626,543629092,2368707.562,92354777.24,72439750.89,712757808.4
2004,3,5,7337.4,4559.25,14478447.26,20005005.79,1828740073,43182932.29,418778258.6,87534703.67,2398240974
1993,6,3,339.479,210.94,11566305.28,72573945.04,3207388511,30864795.84,403757605.6,198675701.4,3913260559
1994,1,4,3882.154,2412.26,37722587.59,102773608.4,6672053066,78628854.37,792033248.3,383258052.3,8028746829
2010,9,1,644,400.16,0,79207438.56,10528000457,65539488.76,1671579814,1187016019,13531343217
1999,7,6,31731.4,19716.98,305829580.3,119050992.2,7814349201,135521678.4,1108375835,161070597.7,9338368304
2006,6,5,497,308.82,17802755.49,44458269.36,992577827.2,25967687.95,162969409.3,23452643.3,1249425837
2018,10,4,3165.1,1966.7,26119422.97,57249169.04,7519621349,57514216.94,1267410095,386251048,9288045877
2005,3,5,7344.7,4563.78,15544491.59,22982676.37,1832883071,41043458.2,436320259.3,90025517.61,2423254983
1999,10,3,838.7,521.14,3668411.477,24603002.22,2911265667,22315808.8,400312519.9,353478574.5,3711975573
1999,11,4,1318.3,819.15,11460459.67,21332993.44,2888329447,49353058.76,355501418,146231087.9,3460748005
2017,9,1,645.7,401.22,1068.147643,67338146.4,11085218816,50847188.94,2137284638,1311099694,14651788482
1995,2,6,24805.7,15413.55,158839875.1,65273179.63,4805527594,81925306.21,584991773,148264758.8,5685982612
1993,11,4,1301.91,808.97,12137862.38,16841873.46,2590131330,49685542.68,316577318.5,135177908.5,3108413973
2019,2,3,602,374.07,1668561.568,21266402.22,3997770206,13109483.06,861619921.3,652544280.1,5546310292
2016,3,3,2793.86,1736.02,4083307.791,46390668.5,4665865868,61922014.63,989174024,537691385.1,6301043961
1996,9,3,858.197,533.26,4245637.974,48127359.35,4915046109,36910049.68,595751515.5,451260851.6,6047095885
2000,1,4,3927.1,2440.19,34587530.35,109065377.4,7125707409,86466112.73,924454213.1,388005921,8633699033
2003,10,6,26025.371,16171.42,165057207.5,103997254.2,7139352277,163829980.6,1059692394,154311753,8621183660
2007,8,6,26491.4,16460.99,190592693.7,121542085.9,6121606889,119378989.8,1129353757,147320036,7639201757
2015,11,5,1341.1,833.32,5075409.428,9586906.466,758056532.4,11961884.01,136331682.1,15123587.58,931060592.6
2010,8,6,26330.3,16360.89,220505658.6,97337311.97,5958646179,107650207.6,1146638660,123406410.4,7433678769
2014,4,6,26586.36,16520,93240003.38,54886766.23,4148052620,56369455.3,830330240.1,74345067.8,5163984150
2015,10,4,3108.9,1931.78,22366603.16,57355960.28,7111785655,77411538.99,1261571581,372419759.9,8880544495
2017,8,6,26390.16,16398.09,268742944.7,111078005.9,7817741148,98177652.04,1516010819,108595021,9651602646
2001,5,4,3165.68,1967.06,46399194.95,80584126.2,7632527388,134576442.9,893808746.9,343419630.6,9084916335
2012,7,3,773.89,480.87,952997.4681,32751560.6,4600886241,21845347.55,856535167.9,633481650.5,6145499968
2010,5,2,21.3,13.24,0,900375.2461,198953785.5,1128854.055,26482721.53,13933215.65,241398952
2009,8,2,3.5,2.17,0,272115.2221,35355995.67,661463.615,6089502.307,1002594.225,43381671.04
2017,11,1,55.6,34.55,0,1683138.849,524967329.2,1870222.077,110986150.9,76870325.9,716377166.9
2001,2,6,25118.4,15607.85,169274656,87133497.7,5185294358,91368132.76,755035805.8,171186748.9,6290018543
1999,9,4,4323.18,2686.3,65770451.81,155545598.1,12013445416,123493242.6,1449480429,512526000,14254490685
2019,8,5,1911.668,1187.86,13897475.61,24034424.34,1956043239,17892578.09,445191300.4,42778697.77,2485940239
2008,9,5,3076.3,1911.52,28267550.26,41914228.61,2645584831,27786352.56,510527884.6,75610458.92,3301423756
2016,4,1,141.8,88.11,0,8529493.725,1752543041,7518418.523,340827561.7,182867506.4,2292286022
2006,11,6,13014.8,8087.02,70703992.11,30387823.71,3203539060,106461173,502389439.4,61070159.86,3903847656
1996,11,3,438.324,272.36,692459.1635,8051772.648,1704906856,11468311.31,227969002.9,190231832.3,2142627775
1993,7,6,31339.1,19473.21,293629578.3,101625258.5,7259964308,113018099.3,877129439.1,158510548.4,8510247654
2015,6,1,60.1,37.34,0,10508648.6,1095433917,6782390.614,225466026.5,160609495.8,1498800479
2006,10,5,2503.1,1555.35,19006560.36,28822207.76,1900186284,31815894.78,357254087.9,58911864,2376990339
2009,3,3,2806,1743.57,4302518.604,47604900.2,4729755583,57408124.37,792840358.9,527707847.4,6155316814
2018,9,5,3076.6917,1911.77,29778193.62,56332325.32,3421492545,14555190.42,673316310.7,55031575.9,4220727948
2013,1,1,326.8,203.06,0,22104931.91,4180439262,20679992.95,656680546.1,522281403.6,5402186136
2019,8,2,3.5,2.17,0,204761.0119,36780358.81,185779.801,5937055.283,1061695.222,44169650.13
2004,1,3,828,514.5,1427049.406,36823328.26,3276224526,17676432.01,471231322.3,301262753.9,4103218362
1996,3,1,347.39,215.86,0,6270541.289,2177884141,24576514.41,281956725.8,359115425.3,2849803348
2001,4,3,1546.6,961.01,2237531.566,24656263.67,2874403762,26000643.74,402926274.9,262963633.6,3590950578
2000,8,1,361.8,224.81,0,12290331.96,3511532121,20582064.62,592035288,885384443.6,5021824250
1995,4,3,1507.036,936.43,3036105.394,18614347.21,2616015585,24949361.35,376469194.9,265603337.1,3301651825
2006,5,2,26,16.16,0,1049814.086,248158740.5,1235200.802,37411760.63,19107441.91,306962957.9
2014,4,3,1547.5,961.57,2250536.465,29180317.03,3267710905,29786925.6,629563572.8,251376467.9,4207618189
1994,5,1,558.839,347.25,0,20930934.59,5516471017,42650170.5,744107996.2,1045908499,7370068617
2008,11,2,2.4,1.49,0,257759.932,26152057.98,298331.9912,3682096.308,733981.2992,31124227.51
2008,10,1,427,265.33,0,24901942.78,5763440123,30070809.47,943970064.9,1069386533,7831769473
2018,5,6,30460.1089,18927.03,238669559.6,100041492,10081313796,48311002.2,1764977308,120542446.6,12115186044
2009,6,1,60.1,37.34,0,11160035.39,1081382513,7878005.572,163628135.7,140795291.7,1404843982
2016,1,2,0,0,0,0,0,0,0,0,0
2005,7,1,264.4,164.29,0,30244230.26,3895875268,25099102.49,631510596.6,672689944.2,5255419141
2015,7,4,3117.8,1937.31,41703280.07,84063157.91,8216516112,74551899.75,1578950611,477146952.2,10431228732
2007,3,4,7494.6,4656.93,16498043.36,56985250.33,6161790518,110948883.1,986028751.3,396223584.2,7711976987
2006,9,1,644,400.16,0,85217288.53,10736677519,93068350.21,1626049979,1310591642,13851604780
1996,7,5,3269.7,2031.7,22543968.23,28850264.46,2168863835,29178969.82,353334029.3,83453257.97,2663680357
2010,2,4,3307.2,2055,28378955.03,69044985.1,6823670605,63761509.04,1122390196,493141752.5,8572009047
2008,4,5,2989.2,1857.4,8494545.97,13824444.57,1077102689,21288558.91,252514184.6,44656032.9,1409385910
2001,3,5,7338.1,4559.68,14527658.47,19269342.04,1779195747,41395748.83,375531893.7,87666776.03,2303059507
2013,5,1,624.6,388.11,0,32139187.79,8328786993,36419380.61,1503630122,1169032544,11070008227
2012,8,1,380,236.12,0,14846502.92,4024809552,17448753,830676081.4,892795964.1,5780576853
1997,3,1,355.967,221.19,0,7186707.752,2294308702,25110684.23,309396755.4,378853921.8,3014856771
2003,11,4,1346.9,836.92,11345784.99,31028052.73,3128050957,49525355.98,402582133.2,150609288.9,3761795788
2004,5,3,459.03,285.23,1823020.423,14412926.1,1406758283,10002852.43,191933780.9,160215791.4,1783323633
1997,2,1,189.641,117.84,0,11058656.2,2468762156,25050416.19,371141330.3,554206832.1,3430219391
2005,2,5,2013.2,1250.94,13579852.34,24596369.28,1283066087,16438183.9,262621536.3,67519417.55,1654241594
2009,10,5,2505,1556.53,20256737.17,28229012.83,1869851780,30705493.36,356869616.9,49508197.28,2335164101
2010,6,5,515.1,320.07,18243762.03,41609363.86,933223218,24957288.34,165132847.8,18127727.25,1183050445
2018,4,5,3009.2832,1869.88,7318953.607,18385340.34,1636115991,17253148.61,393093386.9,41708140.38,2106556007
2012,4,5,3005.124273,1867.3,10107487.53,15171537.61,1158070401,15930491.37,249420864.7,33789664.88,1472382959
2003,10,3,597.2,371.08,1482662.812,22657073.63,2552990276,14951277.66,381378533.1,312929284.9,3284906445
2010,4,1,141.3,87.8,0,8370593.546,1574580966,8543506.236,255672572.5,177351923.8,2024519562
1993,8,1,333.613,207.3,0,8247773.006,2698357090,20992396.28,409162533.9,716123191.8,3852882985
2014,9,5,3080.24,1913.97,35022704.28,52578319.95,3069564403,21350631.57,551237241,59235699.14,3753966294
2003,3,1,386.49,240.15,204.1204366,11754016.79,2773198723,26633255.82,375887149,451037163.2,3638510308
1995,8,5,1923.4,1195.15,14960754.2,18155223.49,1357248668,23705932.36,196412327,54243840.97,1649765992
1998,2,6,24961.9,15510.61,152419246.6,70512581.52,4963575221,89770117.51,678572138.7,152445344.2,5954875403
2006,2,4,3293.04,2046.2,27348899.8,75889791.99,7007635225,62612369.95,1075061166,576644159.5,8797842713
2005,9,2,10.6,6.59,0,1017744.497,144047656.1,731363.5245,14769315.63,6826082.242,167392162
2015,8,2,3.5,2.17,0,238813.7434,35604343.31,351393.6014,6749195.422,1086396.724,44030142.8
1994,3,5,7350.4,4567.33,16135767.12,17211982.02,1836794371,38658608.73,305104440.1,82776584.75,2280545986
2000,6,3,319.2,198.34,9603160.791,89777370.41,3334708330,37571386.98,485304755.4,202953948.2,4150315791
2016,5,2,21.7,13.48,0,854094.9722,219688177.6,675607.6401,41474906.89,11283963.8,273976750.9
2011,4,5,3009.6,1870.08,9899747.972,13718945.4,1125583095,18377076.75,255116695,36300092.21,1449095905
2012,11,4,1425.21,885.58,12980021.75,23517350.52,3199788284,45470639.95,514442933.3,133557515.6,3916776723
1997,1,3,1007.23,625.86,3259624.418,33523671.14,3159117310,23757064.37,384416799.6,305564059,3906378904
2010,11,6,13010.8,8084.54,72094394.65,27220806.8,2990143097,99641023.77,504331171.5,47651995.38,3668988095
2012,10,3,439.08,272.83,965907.4784,12739504.61,2051047100,10372564.91,336604367.3,233049991.8,2643813529
2017,1,6,41795.09,25970.26,261428733.7,132881029.3,8579212861,94784794.38,1653879999,129240821.6,10589999506
2018,7,4,3166.1,1967.32,45125307.83,81958851.54,8691009403,55128067.88,1651667325,484196327.1,10963959975
2014,3,3,2793.96,1736.09,3056799.901,45620162.53,4518402303,61778570.13,879035442.5,514108458,6018944936
2007,1,6,41500.4,25787.15,191862778.1,204246081.6,7348755214,134789702.6,1319924283,168702502.9,9176417784
2008,7,4,3116.21,1936.32,41053142.82,89702102.87,8022640980,72790447.35,1328376189,501924094.2,10015433813
2017,2,4,3294.4,2047.05,26601287.24,62299898.37,6882793580,55504300.7,1318631220,475225078.2,8794454078
