local_authority_id,year,link_length_km,link_length_miles,cars_and_taxis,all_motor_vehicles
120,1998,442.437,274.92,401089923.6,479922623.8
127,1998,441.903,274.59,331123229.7,386213234.7
128,1998,565.603,351.45,675673137.6,867775340.8
64,1998,800.733,497.55,571334595.3,701770094.5
180,1998,442.222,274.78,376437065,436421968.8
67,1998,1354.108,841.4,1361954656,1688204295
114,1998,387.18,240.58,341543920.4,402823434.3
112,1998,310.174,192.73,440644169.3,529195006.2
179,1998,686.519,426.58,939701635,1111564737
113,1998,706.433,438.96,827613948.3,987615156.2
191,1998,1150.745,715.04,1128600988,1368235886
136,1998,622.218,386.63,693320100.6,821605487.1
82,1998,441.618,274.41,622843462.3,742371435.8
137,1998,566.396,351.94,563870318,668408747.9
199,1998,855.179,531.38,309174916,371149379.5
92,1998,3756.048,2333.9,1740041280,2200742601
116,1998,5099.789,3168.86,1316801610,1695382469
139,1998,7566.104,4701.36,1994631051,2455692424
1,1998,36.379,22.6,988244.8998,1566528.971
68,1998,4639.482,2882.84,2518841120,3112952760
102,1998,5044.217,3134.33,1177048308,1462023300
160,1998,1049.716,652.26,1012215352,1227705674
86,1998,611.376,379.89,720935715.4,900440979.7
85,1998,1346.684,836.79,1388996012,1650969830
162,1998,800.54,497.43,440215681.7,531449782
95,1998,766.39,476.21,765773069.6,984552193.9
90,1998,773.362,480.54,1111154409,1397068337
56,1998,971.466,603.64,899523419.5,1073084078
196,1998,734.044,456.11,462294214.9,560829557.3
91,1998,787.924,489.59,807664783.9,971823107.4
75,1998,1101.409,684.38,918253689.1,1134601564
157,1998,556.661,345.89,608493574.4,751323664.8
161,1998,1411.237,876.9,1105039823,1323492496
158,1998,714.531,443.99,590269669.5,744357156.1
192,1998,976.535,606.79,568655047.6,679279503.9
84,1998,1186.194,737.07,813523359.2,965881915.2
194,1998,1148.468,713.62,775555650.6,990938752.1
79,1998,1652.767,1026.98,1232518448,1634454065
62,1998,1171.005,727.63,1056590467,1358682622
159,1998,1962.81,1219.63,1262417158,1556548214
172,1998,911.429,566.34,927844257,1094580946
173,1998,750.659,466.44,665793010.7,778419336.1
166,1998,530.325,329.53,381162301.5,454918556.3
94,1998,1135.994,705.87,880683883.6,1057917887
141,1998,2491.824,1548.35,3056340400,3673581544
152,1998,838.597,521.08,902432587.4,1066324850
189,1998,989.543,614.87,863668576.8,1044987569
190,1998,870.079,540.64,936361232.9,1177312663
151,1998,843.019,523.83,1072896398,1305660576
150,1998,839.742,521.79,705424998.6,893970486.7
149,1998,742.453,461.34,605759470.9,730885111
195,1998,1882.801,1169.92,1198893032,1440318493
87,1998,1205.506,749.07,704299561.8,893433456.1
197,1998,1888.281,1173.32,1197024739,1523692216
63,1998,2961.212,1840.01,2970188910,3659933756
88,1998,1488.505,924.91,1194429167,1518256807
101,1998,892.835,554.78,946137633.7,1143484356
174,1998,58.486,36.34,103934369.5,134716969.2
168,1998,323.234,200.85,272520146.1,338240305.4
57,1998,737.966,458.55,849069869.5,1013051947
106,1998,532.584,330.93,473858172,572855438.6
118,1998,471.227,292.81,503976016.3,594576885.4
176,1998,889.386,552.64,692790141.8,815319000.2
145,1998,281.257,174.76,312128617,389974297.6
134,1998,781.165,485.39,708756384.6,840802382.2
147,1998,577.701,358.97,676576428,800211536.5
121,1998,586.215,364.26,757272344.5,961308367.9
105,1998,493.516,306.66,559978919.4,691807297.9
122,1998,272.751,169.48,258357236.2,326192104.4
146,1998,219.992,136.7,290325788,361914056.3
165,1998,354.089,220.02,316134519.4,389342266.8
185,1998,466.237,289.71,333762469.1,385953865.1
201,1998,641.15,398.39,712837722.7,909627273.6
66,1998,728.361,452.58,1192863863,1408437311
111,1998,492.33,305.92,894739255.9,1054691815
96,1998,242.59,150.74,234894201.6,299989279.5
110,1998,205.636,127.78,288435450.1,366921630.2
178,1998,336.186,208.9,541051998.2,629647269.9
107,1998,387.067,240.51,459730142.8,574309464
104,1998,444.383,276.13,442714621,543324201
204,1998,367.982,228.65,350758406.5,418166356.6
167,1998,421.367,261.83,438089909.9,550261310.8
124,1998,521.799,324.23,492664534.1,595630589.9
175,1998,406.683,252.7,480420438.4,561630867
103,1998,393.158,244.3,428313937.9,539048046.3
177,1998,416.939,259.07,377085409.3,444442357.3
93,1998,285.327,177.29,441992239.1,565835859.8
125,1998,419.659,260.76,356949428.5,439454913.9
108,1998,422.252,262.38,521023141.1,632111782.2
109,1998,343.978,213.74,519302664.9,669868977
208,1998,2302.262,1430.56,1839628570,2330269456
83,1998,3229.555,2006.75,3022780796,3605575194
97,1998,4588.071,2850.9,3133300555,4024411609
207,1998,5092.737,3164.48,3917728318,4861799333
77,1998,7915.528,4918.48,2461342249,3224553215
61,1998,5580.562,3467.6,3417078937,4316270992
71,1998,12836.851,7976.45,3425340278,4233015839
138,1998,4201.314,2610.58,1719772840,2102669463
133,1998,3353.209,2083.59,2070702028,2490602116
123,1998,7875.252,4893.45,6276095596,7797358607
70,1998,5363.066,3332.45,2645259781,3297828662
65,1998,8675.45,5390.67,7053837104,8460957823
78,1998,5145.541,3197.29,5482009122,6731966406
80,1998,9003.508,5594.52,6482597056,8133401782
76,1998,7049.405,4380.3,5178653087,6326026765
60,1998,4376.844,2719.64,3195056835,4099627169
99,1998,9008.334,5597.52,2380549693,3119259215
154,1998,10026.363,6230.09,3642820629,4528842725
59,1998,4460.927,2771.89,3470737850,4482195621
100,1998,9067.459,5634.26,3391518251,4390876404
2,1998,4698.398,2919.45,2924559827,3720934962
142,1998,4556.089,2831.02,3475540487,4309270799
5,1998,6688.804,4156.23,2655623138,3309343401
117,1998,6106.63,3794.48,3923543644,5055970976
126,1998,6811.586,4232.52,2656169140,3403115199
135,1998,5428.738,3373.26,7066378772,8431027910
72,1998,3994.821,2482.27,3987275251,5004966017
81,1998,4515.789,2805.98,3691142128,4383066057
69,1998,4166.991,2589.25,3074434757,3847812122
50,1998,287.114,178.4,133678332,163163899.4
38,1998,4718.534,2931.96,794902628,1110387567
39,1998,1306.653,811.92,417713773.4,534742181.9
34,1998,1047.638,650.97,359028609.8,450549518.3
206,1998,483.789,300.61,285676166.2,342202692.5
53,1998,1243.074,772.41,81544848.71,108580689.4
30,1998,900.298,559.42,624857059.1,781099614.5
35,1998,8210.11,5101.53,1100743091,1406871056
48,1998,405.506,251.97,260590713.4,309049962
36,1998,625.446,388.63,290909259.3,355056429.8
46,1998,1855.45,1152.92,307085816.3,396366860
41,1998,1137.239,706.65,353209391.5,427406928.5
54,1998,1083.245,673.1,58179963.39,74970370.54
33,1998,3205.141,1991.58,517054853.4,668427070.9
55,1998,1007.973,626.33,80171960.13,107363059.7
40,1998,1328.402,825.43,427468578.5,529887451.7
37,1998,2469.743,1534.63,987515225.5,1294509821
42,1998,1194.87,742.46,534246529.3,658875875.2
51,1998,987.359,613.52,661406455.1,790287906.7
45,1998,6626.571,4117.56,1215836987,1552183638
44,1998,2825.269,1755.54,397414618,496273362.9
29,1998,1453.304,903.04,1406586974,1694351403
28,1998,912.252,566.85,681947159.2,823799728
43,1998,409.675,254.56,297022920.5,352094664
27,1998,1086.526,675.14,740385835.5,919335794
52,1998,2024.887,1258.21,448306615,571013394.9
47,1998,554.97,344.84,418134896,495654549.9
49,1998,507.028,315.05,264454258.4,312627335.7
32,1998,2728.14,1695.19,1275137952,1561450410
31,1998,3000.601,1864.49,1042900056,1325835369
3,1998,1795.767,1115.84,1535981231,1875682662
4,1998,1624.84,1009.63,1358282388,1706971922
9,1998,1162.702,722.47,241034497.3,298575559.4
10,1998,2423.375,1505.82,574587820.3,714138735.4
11,1998,1602.951,996.03,495102012.4,611969549.1
12,1998,1402.156,871.26,382150853.4,473298630.4
20,1998,1240.115,770.57,738057440.2,909135788.9
26,1998,1181.449,734.12,424890805.2,529539426.6
23,1998,2238.351,1390.85,313610187.1,408236567.8
16,1998,2555.968,1588.2,443911779.6,569409210.2
15,1998,3562.162,2213.42,791045858.4,1033510353
8,1998,1153.212,716.57,766996801.8,909795059.4
17,1998,858.074,533.18,536573845.6,663691719.1
7,1998,740.683,460.24,551559755.4,679124817.3
18,1998,896.831,557.26,512606252.3,607755514.4
19,1998,1044.601,649.08,1443484489,1698896007
22,1998,1141.671,709.4,940285898.5,1130559121
205,1998,982.307,610.38,530324263.2,636068560.2
24,1998,394.101,244.88,179800679,217051294.2
25,1998,465.561,289.29,279712150.4,331714690
13,1998,1585.882,985.42,569915287.2,737880220.1
6,1998,718.238,446.29,822031319.6,1030658794
14,1998,5146.356,3197.8,609501631.1,818172967.4
21,1998,328.122,203.89,173455389.3,210096585.3
132,1999,391.4,243.2,319267328.8,384464591.8
170,1999,500.9,311.24,655308450.5,772021167
171,1999,684.4,425.27,486213105.5,573840642.5
163,1999,858.1,533.2,748325955.8,899605312.5
164,1999,531.7,330.38,402728277.5,496078489.1
156,1999,551.25,342.53,466873875.3,571420450.2
74,1999,948.9,589.62,1162976979,1471118175
198,1999,559,347.35,346251984,416503150.4
193,1999,463.2,287.82,307876763.5,356489882.2
169,1999,724.85,450.4,588517218.2,718580219.6
89,1999,3404.2,2115.27,1463819206,1869246201
131,1999,647.7,402.46,462742632.4,563878157.8
130,1999,1401.7,870.98,652766621.7,892496890
202,1999,837.42,520.35,589337385.9,712616678.6
119,1999,747.85,464.69,847461605.5,999517883.1
153,1999,789.1,490.32,700400930.4,831562934.3
98,1999,536.3,333.24,256744284,335249950.9
188,1999,784.7,487.59,776337389,939635406.1
155,1999,3345.1,2078.55,796069787.4,1039664377
187,1999,993.2,617.15,640571348.3,781556281.3
140,1999,829.7,515.55,632968507.7,763863532
115,1999,1038,644.98,549885723,663208295.4
144,1999,1122.7,697.61,1078738016,1302710004
183,1999,1119.6,695.69,1016495598,1239265178
143,1999,1475,916.52,1606833197,1997377690
203,1999,797.6,495.61,656346016.1,787586870.8
184,1999,521.7,324.17,324862537.8,384512461.6
182,1999,504.5,313.48,428197162.3,498712974.4
200,1999,509.4,316.53,417891842.9,495078719.7
181,1999,802.23,498.48,816600643.5,1000594649
129,1999,877.6,545.32,842051690,1031808752
120,1999,443.8,275.76,408359183.6,487160057.8
127,1999,443.3,275.45,342905345.9,399493796.2
128,1999,567.1,352.38,709472339.7,908105652.4
64,1999,803,498.96,582856626.1,714455825.5
180,1999,443.5,275.58,382242365.8,444779019.3
67,1999,1357.1,843.26,1384513062,1702002200
114,1999,388.6,241.46,345055615.2,407528332.7
112,1999,311.2,193.37,456863042.3,545236588.9
179,1999,688.5,427.81,947667119.6,1122126397
113,1999,708.4,440.18,852925890.3,1012253379
191,1999,1153.8,716.94,1185290051,1426908001
136,1999,624.1,387.8,706573953.7,834084122.5
82,1999,443.2,275.39,631007497.5,750612532.2
137,1999,568.4,353.19,576416630,684177749.4
199,1999,856.95,532.48,309381976.8,372514545.1
92,1999,3763.7,2338.65,1779720172,2251500058
116,1999,5108.3,3174.15,1337679136,1722804000
139,1999,7578.97,4709.35,1977703666,2456441382
1,1999,36.4,22.62,997428.766,1624924.193
68,1999,4648.4,2888.38,2506921539,3094574137
102,1999,5052.7,3139.6,1221367941,1519764300
160,1999,1053.2,654.43,1036389237,1251765382
86,1999,613.5,381.21,748519590.6,930059032.7
85,1999,1351.1,839.53,1413626045,1676333089
162,1999,803,498.96,450444291,542714770.1
95,1999,769.1,477.9,784717949.7,1003402036
90,1999,776.1,482.25,1137463155,1427274730
56,1999,974.6,605.59,919757705,1094264570
196,1999,736.4,457.58,468596716.4,566909062.3
91,1999,790.6,491.26,811529824,972896539.2
75,1999,1105,686.62,933519208.4,1154014303
157,1999,558.5,347.04,618810900,763523868.7
161,1999,1416.1,879.92,1115387867,1338648895
158,1999,716.8,445.4,608885132.7,762708481.8
192,1999,979.33,608.53,556900703,665761165.4
84,1999,1190,739.43,822717638.4,977052454.3
194,1999,1151.7,715.63,848176801.9,1074362725
79,1999,1657.2,1029.74,1247424633,1635293681
62,1999,1174.4,729.74,1026459757,1322891625
159,1999,1968.9,1223.42,1294046428,1593178191
172,1999,914.1,568,951734722.3,1119758016
173,1999,753.1,467.95,680808018,794635516.7
166,1999,532,330.57,389725028.3,462713908.9
94,1999,1139.5,708.05,898834801.6,1078431018
141,1999,2500.1,1553.49,3079897479,3696593312
152,1999,841.1,522.64,922928524.9,1087263302
189,1999,992.73,616.85,877282960,1063967733
190,1999,872.93,542.41,946948331.7,1191259066
151,1999,845.4,525.31,1086614987,1324910519
150,1999,842.5,523.51,720118424,911816535.2
149,1999,744.9,462.86,620585807,748556204.9
195,1999,1888.1,1173.21,1203081054,1446259723
87,1999,1208.8,751.11,710803618.1,900940140.2
197,1999,1893.9,1176.81,1224915631,1554204824
63,1999,2970.4,1845.72,2959040075,3649334168
88,1999,1492.96,927.68,1227538509,1567029019
101,1999,895.2,556.25,954188805.5,1151077909
174,1999,58.7,36.47,103678224.8,134413458.5
168,1999,324.4,201.57,286711311.6,356908716.2
57,1999,740.2,459.94,867344755.4,1036498699
106,1999,534.3,332,481706510.2,581377410.9
118,1999,472.8,293.78,514272358.2,608323203.7
176,1999,892.3,554.45,696184058.8,823779942
145,1999,282.1,175.29,314352212.5,394405019.1
134,1999,783.5,486.84,719044095.6,855418179.1
147,1999,579.5,360.08,720915975.7,858314643.1
121,1999,588.1,365.43,773196103.5,967123255.2
105,1999,495,307.58,570822660,709975541
122,1999,273.8,170.13,265195249.1,335793645.7
146,1999,220.69,137.13,291271113.6,363809872.2
165,1999,355.1,220.65,320215037.9,395698529.3
185,1999,467.8,290.68,340599300.1,395298390.5
201,1999,642.9,399.48,743175968,951844807.6
66,1999,730.6,453.97,1211334019,1432619193
111,1999,493.8,306.83,911312813.2,1076959311
96,1999,243.4,151.24,240023417,306882939.9
110,1999,206.3,128.19,291066330.8,372215151
178,1999,337.2,209.53,545191265.5,636607319.5
107,1999,388.3,241.28,471318943,590006803.4
104,1999,445.8,277.01,447742805.1,552876540.4
204,1999,369.2,229.41,355326994.1,424597476.4
167,1999,422.8,262.72,459003595.9,576198353.5
124,1999,523.5,325.29,525900543.9,639919590.2
175,1999,408,253.52,486992205.5,573164153.8
103,1999,394.4,245.07,438289044.5,554793554.4
177,1999,418.3,259.92,385793843.3,456473926.6
93,1999,286.1,177.77,444523006.9,575835124.7
125,1999,421.1,261.66,370378682.9,458217625.9
108,1999,423.5,263.15,531646103,645852641.2
109,1999,345.31,214.57,519174818.4,672792147
208,1999,2307.37,1433.73,1876129578,2367496971
83,1999,3237.12,2011.45,3142996392,3743885991
97,1999,4596.7,2856.26,3213131944,4115665017
207,1999,5104.93,3172.06,3980452677,4938959478
77,1999,7930.2,4927.6,2469629219,3240724882
61,1999,5592.1,3474.77,3427723872,4345770941
71,1999,12859.8,7990.71,3400443496,4244576142
138,1999,4209.3,2615.54,1775735083,2173808465
133,1999,3360.6,2088.18,2095444338,2524668041
123,1999,7892.53,4904.19,6397077456,7967487837
70,1999,5374,3339.25,2739923984,3423316484
65,1999,8695.2,5402.95,7243635136,8687688326
78,1999,5159.1,3205.72,5540710949,6803108153
80,1999,9024.5,5607.56,6610745003,8321269988
76,1999,7067.1,4391.29,5302695729,6483596090
60,1999,4386.3,2725.52,3312155551,4233491661
99,1999,9024.31,5607.45,2444810123,3205165871
154,1999,10044.2,6241.18,3691343133,4605092518
59,1999,4471.4,2778.4,3626394817,4657934529
100,1999,9084.05,5644.57,3408431660,4426955333
2,1999,4709.2,2926.16,3028911673,3843225346
142,1999,4565.5,2836.87,3571716670,4399462743
5,1999,6701.3,4163.99,2694772573,3373536079
117,1999,6120.08,3802.84,3981244284,5143376451
126,1999,6824,4240.24,2711451376,3471744048
135,1999,5443.69,3382.55,7096777199,8463894204
72,1999,4003.5,2487.66,3975206051,4986238212
81,1999,4525.92,2812.28,3790867399,4497222747
69,1999,4175.75,2594.69,3171635726,3958727629
50,1999,287.8,178.83,138696703.8,168379454.6
38,1999,4726.54,2936.94,799776897.3,1119221997
39,1999,1309,813.37,428315716.8,549081253
34,1999,1049.38,652.05,369922152.8,463162579.9
206,1999,485.2,301.49,290421441.9,348214755.2
53,1999,1245.3,773.79,80430409.53,107729128.8
30,1999,902.9,561.04,647573582.8,806923334
35,1999,8224.67,5110.57,1113745471,1431282190
48,1999,406.4,252.53,264400446.4,314106870.3
36,1999,626.59,389.34,304318298,370458526
46,1999,1858.5,1154.82,312290933.4,402313414.7
41,1999,1139.5,708.05,349340608.3,423207323
54,1999,1085,674.19,58544531.81,76195017.35
33,1999,3210,1994.6,522317353.5,678302026.8
55,1999,1009.8,627.46,81834014.36,109947769.4
40,1999,1331.1,827.11,434894488.7,540435916.7
37,1999,2475.6,1538.27,1016657597,1328120022
42,1999,1197.5,744.09,542985391.6,670208525.3
51,1999,989.9,615.1,665258940.3,801161273.2
45,1999,6637.6,4124.41,1221801374,1566629470
44,1999,2829.7,1758.29,401365359.4,502873780.9
29,1999,1457.9,905.9,1428091016,1721423391
28,1999,914.6,568.31,692063988.2,835163104.7
43,1999,410.9,255.32,301328172.8,357384438
27,1999,1089.4,676.92,760469423.6,944624612.3
52,1999,2028.9,1260.7,453993814.9,580406184.1
47,1999,556.4,345.73,424821284.3,502411638.5
49,1999,508.3,315.84,268341752.9,317335972.9
32,1999,2734,1698.83,1274774673,1567705927
31,1999,3006.2,1867.97,1030407759,1318293979
3,1999,1801.89,1119.64,1572753118,1911292270
4,1999,1629,1012.21,1376599961,1730104585
9,1999,1164.7,723.71,241006187,299773750.7
10,1999,2427.52,1508.39,558439356.7,693536895.2
11,1999,1605.9,997.86,496436886.1,613341449.7
12,1999,1404.6,872.78,396336851.5,490268916.4
20,1999,1242.9,772.3,777827924.9,953136214.5
26,1999,1183.6,735.45,430492116,537574288.7
23,1999,2241.6,1392.87,314738792.3,411703031.8
16,1999,2559.9,1590.65,458268319.3,587397365
15,1999,3568.3,2217.24,789515141,1020701526
8,1999,1156.4,718.55,790567070.2,939022972.1
17,1999,860.51,534.7,551691558.8,684435946
7,1999,742.69,461.49,580195251,706465457.4
18,1999,898.97,558.59,517505150.5,615637312.5
19,1999,1048,651.2,1475672015,1730909876
22,1999,1145,711.47,957940601.9,1151894676
205,1999,984.7,611.86,538017341.2,644800293.8
24,1999,395.1,245.5,180340805.9,217966867.2
25,1999,466.5,289.87,283758331.3,336971206.9
13,1999,1588.8,987.23,592869090.1,761923301
6,1999,720.3,447.57,833654057.8,1046561520
14,1999,5154.1,3202.61,615885823,825495723.1
21,1999,329,204.43,171618507.3,208386282.9
132,2000,392.4,243.83,314721126.5,378731792.8
170,2000,502.1,311.99,640207142.3,755983555.6
171,2000,685.6,426.01,473387494,561036821.8
163,2000,860,534.38,747079027,898918756.5
164,2000,532.7,331,390993344.6,482911755.4
156,2000,554.15,344.33,483331032.5,586210523.2
74,2000,950.8,590.8,1182723221,1497165682
198,2000,560.2,348.09,352147788.4,420926257.1
193,2000,464.3,288.5,304262096,353000741.4
169,2000,726.65,451.52,586397071.9,716519779
89,2000,3409.2,2118.38,1437575901,1843361195
131,2000,649,403.27,461332350.2,564455691.6
130,2000,1403.4,872.03,656701519.1,901186525.9
202,2000,839.12,521.4,600668092.2,727222548
119,2000,746.25,463.7,832569025.6,984072423.6
153,2000,795.8,494.49,715335019.7,853023459.1
98,2000,537,333.68,265658781.3,344383521.5
188,2000,786.7,488.83,772726715.5,935415098.5
155,2000,3349.6,2081.34,784025038.6,1023567723
187,2000,995.2,618.39,642009269,783944346.9
140,2000,833.5,517.91,637492221.6,768785310.3
115,2000,1039.8,646.1,551324955.5,665311380.7
144,2000,1125.4,699.29,1088005264,1314386742
183,2000,1121.7,696.99,1007765539,1229635672
143,2000,1477.6,918.14,1648589642,2048001246
203,2000,799.7,496.91,662161070.3,792652841.4
184,2000,523,324.98,320380851.1,377905906.4
182,2000,505.9,314.35,428648313.2,499433181.5
200,2000,510.7,317.33,416502377,494220734.3
181,2000,804.03,499.6,821969516,1016706898
129,2000,879.4,546.43,825626264.2,1016086121
120,2000,445,276.51,399938154.6,478024123.1
127,2000,444.5,276.2,345300143.2,402098639.9
128,2000,571.5,355.11,738764264.5,950434381.3
64,2000,814.1,505.86,635118132.9,779831174.3
180,2000,444.4,276.14,378493073.3,440487375.4
67,2000,1359.3,844.63,1400989168,1733286579
114,2000,390,242.33,343386176.5,406736777.1
112,2000,312,193.87,474526080.9,561906603
179,2000,689.7,428.56,952894468.6,1126860259
113,2000,709.8,441.05,858680419.2,1020506493
191,2000,1156.6,718.68,1202403236,1448724507
136,2000,625.5,388.67,708109889.6,835847547.9
82,2000,444.3,276.08,626363447.9,746984605.7
137,2000,569.8,354.06,577746852.3,687706378.8
199,2000,858.25,533.29,312723511.6,378090823.5
92,2000,3769.8,2342.45,1765657689,2240561303
116,2000,5115.3,3178.5,1322134108,1704957331
139,2000,7592.97,4718.05,1996823198,2486422443
1,2000,36.5,22.68,987356.4933,1608478.559
68,2000,4657,2893.73,2481540252,3075577266
102,2000,5059.5,3143.83,1201738388,1495437049
160,2000,1055.7,655.98,1027237539,1243252623
86,2000,614.9,382.08,732736792.7,913682449.9
85,2000,1354.6,841.71,1410959217,1672944499
162,2000,804.8,500.08,449613557.4,540102196.3
95,2000,770.8,478.95,789489850.2,1008366687
90,2000,777.9,483.36,1144844936,1433095850
56,2000,977,607.08,906508453.2,1079618852
196,2000,739.1,459.26,461859864.1,559487194.3
91,2000,792.6,492.5,797095087.7,957619726.7
75,2000,1107.5,688.17,937176423.3,1160055607
157,2000,559.6,347.72,630988245.6,779910938.7
161,2000,1419.7,882.16,1115598910,1339285565
158,2000,718.4,446.39,611424665.4,768617202.7
192,2000,981.53,609.89,582616754.7,696431561.4
84,2000,1192.8,741.17,822080396,978338578.6
194,2000,1161.4,721.66,853501888.1,1081340679
79,2000,1660.6,1031.85,1253702971,1655476501
62,2000,1177.6,731.73,1032382734,1333154979
159,2000,1974.9,1227.15,1294121436,1595675193
172,2000,916.5,569.49,932956007.6,1096375567
173,2000,754.8,469.01,663790987.5,775234310.3
166,2000,533.2,331.32,388360339.4,461594482.9
94,2000,1143.8,710.72,896170676.1,1076758887
141,2000,2506.5,1557.47,3049408094,3667057426
152,2000,843,523.82,916289732.7,1082482027
189,2000,995.23,618.41,864382208.4,1046230688
190,2000,875.13,543.78,950294375.7,1200163604
151,2000,847.1,526.36,1073677187,1309627019
150,2000,844.7,524.87,720328581,914415383.5
149,2000,746.8,464.04,608085265.4,734203816.7
195,2000,1891.6,1175.39,1195594317,1438477217
87,2000,1211.2,752.6,710090806.4,901204631.1
197,2000,1898.1,1179.42,1232064138,1560715470
63,2000,2977.3,1850.01,2963980176,3661788615
88,2000,1497.96,930.79,1219796005,1550830742
101,2000,897.3,557.56,929477059.2,1122675407
174,2000,58.9,36.6,101286598.3,131364912.4
168,2000,324.9,201.88,280149013.1,349351211.3
57,2000,742.1,461.12,844977146.3,1015604300
106,2000,535.7,332.87,493191928.9,599491357
118,2000,474,294.53,513595675.4,608988484.7
176,2000,894.5,555.82,692759094.6,823704749
145,2000,282.9,175.79,301607758.5,380315450.3
134,2000,785.5,488.09,704580988.6,838429088.5
147,2000,581,361.02,711994599.3,857946331.9
121,2000,589.4,366.24,775729203.5,980992471.6
105,2000,494.1,307.02,563329545.7,698872607.2
122,2000,274.4,170.5,272307237.1,345588249.2
146,2000,221.19,137.44,292766853.9,366477612.2
165,2000,356.1,221.27,313277654.2,388108453.3
185,2000,469.1,291.49,336043482.7,389840846.2
201,2000,646.2,401.53,738802487.6,941179506.1
66,2000,732.4,455.09,1198522242,1420266323
111,2000,494.4,307.21,887482963.4,1048417324
96,2000,244,151.61,234729523.9,300285116.4
110,2000,206.8,128.5,284067772.6,365364940.5
178,2000,338.1,210.09,542805226.3,636123048.6
107,2000,389.3,241.9,458121504.2,576699081.7
104,2000,446.9,277.69,443732476.8,548989729.9
204,2000,370.1,229.97,353823936.7,423023853.4
167,2000,423.8,263.34,450467451.6,564097380.7
124,2000,524.4,325.85,527691755.4,644526184.1
175,2000,408.9,254.08,476309895,562590106.6
103,2000,395.5,245.75,428285683.3,543105982.4
177,2000,419.3,260.54,377665293.1,447478636.6
93,2000,286.5,178.02,459977523.1,592533283.8
125,2000,422.1,262.28,373571785.6,463961339
108,2000,424.5,263.77,517077250.9,630892628.4
109,2000,346.81,215.5,508528898.7,663186923.7
208,2000,2311.17,1436.09,1855824588,2350704372
83,2000,3246.02,2016.98,3211706233,3841786086
97,2000,4603.3,2860.36,3195591854,4121295234
207,2000,5113.63,3177.46,3982092493,4956004821
77,2000,7939.2,4933.19,2493637007,3251802278
61,2000,5608.6,3485.02,3340056136,4246657596
71,2000,12879,8002.64,3428898649,4282048222
138,2000,4215.9,2619.64,1766000452,2170752770
133,2000,3366.1,2091.6,2068405077,2493658170
123,2000,7906.73,4913.01,6343400508,7925814629
70,2000,5382.5,3344.53,2786040355,3464193678
65,2000,8711,5412.76,7213715482,8726931055
78,2000,5169.4,3212.12,5453789869,6688997230
80,2000,9042.5,5618.75,6573548175,8328139588
76,2000,7081.2,4400.05,5213947844,6378980190
60,2000,4393.8,2730.18,3267851242,4200987646
99,2000,9037.01,5615.34,2460904913,3230641608
154,2000,10059.3,6250.56,3702182522,4640901572
59,2000,4480.8,2784.24,3632349422,4682644158
100,2000,9097.05,5652.64,3362789557,4370933381
2,2000,4717.5,2931.32,2989563001,3809102096
142,2000,4580.4,2846.13,3579245411,4418114246
5,2000,6711,4170.02,2687918740,3372595803
117,2000,6130.98,3809.61,3945563039,5128945293
126,2000,6832.1,4245.27,2703277722,3472640137
135,2000,5454.59,3389.33,6987614969,8373635369
72,2000,4009.5,2491.39,3998174000,5020163534
81,2000,4536.12,2818.61,3802310902,4506611271
69,2000,4182.15,2598.67,3173471805,3973156968
50,2000,288.3,179.14,138215355.2,168019406
38,2000,4729.24,2938.61,804400234.6,1120398594
39,2000,1310.7,814.43,438271475.2,562355297.7
34,2000,1050.68,652.86,375506222.4,466481384.5
206,2000,486.2,302.11,302791212.1,363409484.7
53,2000,1246.5,774.54,80513601.44,107753504.5
30,2000,904.4,561.97,650292202.7,810183311.5
35,2000,8232.17,5115.23,1092902139,1409866133
48,2000,407.4,253.15,265355007.5,315008595.8
36,2000,627.49,389.9,305267020.6,370994998.2
46,2000,1860.8,1156.25,311114619.2,397710879.5
41,2000,1141.2,709.11,348550892,423084068.3
54,2000,1086.2,674.93,58475208.16,75553232.99
33,2000,3213.4,1996.71,517644872.7,671262416.7
55,2000,1009.8,627.46,81240288.22,109713911.4
40,2000,1321.6,821.2,431507585.3,536821556
37,2000,2478.7,1540.19,994060976.5,1294016078
42,2000,1198.9,744.96,550152507.4,678287810.4
51,2000,992.2,616.52,675972187.5,811032017.8
45,2000,6646.3,4129.82,1182824814,1520223379
44,2000,2832.2,1759.85,390290224.3,490971325
29,2000,1461.3,908.01,1414335085,1703705938
28,2000,916.5,569.49,666451945.8,799925852.4
43,2000,411.9,255.94,303536176,359908268.6
27,2000,1091.4,678.16,771955578.7,963998417.2
52,2000,2031.8,1262.5,457781387.8,586722985.9
47,2000,557.7,346.54,427058132.5,505434628.1
49,2000,509.4,316.53,267965738.6,317136406.1
32,2000,2738.7,1701.75,1262445367,1554388554
31,2000,3009.8,1870.2,1013906217,1288940894
3,2000,1806.69,1122.63,1568287916,1903507167
4,2000,1632.5,1014.39,1388445655,1744949848
9,2000,1166.2,724.64,245433258.4,307345551.9
10,2000,2430.12,1510.01,562163285.6,699079684
11,2000,1608.1,999.23,489187063.9,605748168.1
12,2000,1406.5,873.96,380928382.7,472302032.5
20,2000,1245,773.61,773985118.5,949433145.8
26,2000,1185.4,736.57,430364112.7,537823993.5
23,2000,2244.2,1394.48,306367724.2,402101769.2
16,2000,2568.8,1596.18,469375601.4,602836659
15,2000,3574.5,2221.09,791188443.1,1015787603
